Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class,identifier,cluster,risk
1,0.7229729729729731,0.7086834733893558,0.14601769911504422,0.37081636267044443,0.2824478816408877,0.3109501865262233,0.3207108453745225,8,2396,342,0.3333333333333333
0,0.7342342342342342,0.6946778711484592,0.12831858407079644,0.35352104362198217,0.3310916834790405,0.25740618828176426,0.2639096495598738,3,2935,30,0.3333333333333333
1,0.4436936936936937,0.4285714285714286,0.10029498525073739,0.11858804084764767,0.0745348576552342,0.09589642308536313,0.11709018435475833,1,251,212,0.3333333333333333
2,0.5608108108108109,0.5210084033613446,0.10914454277286134,0.18889085650197743,0.16823582156467154,0.12793504498573618,0.15628633117422355,4,53,11,0.3333333333333333
2,0.6216216216216216,0.5994397759103642,0.1238938053097345,0.28357239832359366,0.19266980497646266,0.2407285494843098,0.2692243813320047,6,3853,343,0.3333333333333333
1,0.5337837837837838,0.5294117647058824,0.10176991150442471,0.1641579599787497,0.11936785474108937,0.12179065174456873,0.1596080385318053,6,3334,344,0.3333333333333333
1,0.48873873873873874,0.4621848739495799,0.08997050147492623,0.14367510772681658,0.11589329746693562,0.11476848804037738,0.11692409898687924,2,1259,31,0.3333333333333333
2,0.6689189189189189,0.6582633053221288,0.1430678466076696,0.338409775101824,0.23638197713517142,0.24226464779460166,0.3506062115927587,8,3845,345,0.3333333333333333
0,0.6171171171171171,0.5882352941176471,0.11061946902654866,0.2952600200696535,0.2858103564223268,0.23743691024797012,0.1929911974755024,5,3741,213,0.3333333333333333
2,0.3828828828828828,0.39215686274509803,0.0884955752212389,0.077327194380497,0.04864380183815283,0.07746324336186083,0.07523667164922768,4,609,32,0.3333333333333333
1,0.6711711711711711,0.6470588235294118,0.12389380530973448,0.2758396788855439,0.2302174400358664,0.24336186087338155,0.20843713668825778,4,1333,33,0.3333333333333333
2,0.36486486486486486,0.35014005602240905,0.08112094395280234,0.08854258898530189,0.07027572293207797,0.06539389949528195,0.08486962298621487,0,2425,214,0.3333333333333333
2,0.6734234234234234,0.6722689075630252,0.13716814159292032,0.3861047163685732,0.3328850033624748,0.29624753127057263,0.2572662348447102,4,853,29,0.3333333333333333
1,0.6373873873873874,0.6498599439775911,0.12536873156342176,0.28044389351277965,0.2431069266980497,0.20013166556945358,0.24613851519681118,4,3659,34,0.3333333333333333
0,0.5743243243243243,0.57703081232493,0.13569321533923304,0.24963107254589453,0.1704774714189643,0.19091507570770236,0.24929413718651391,9,2439,346,0.3333333333333333
0,0.7229729729729729,0.7226890756302522,0.1415929203539823,0.40788619325895753,0.3560860793544048,0.3381610708799648,0.2848364059126391,7,162,416,0.3333333333333333
2,0.38738738738738737,0.3473389355742296,0.08407079646017697,0.08647659524231151,0.0588433086751849,0.06649111257406183,0.08486962298621487,0,651,215,0.3333333333333333
2,0.7545045045045047,0.7198879551820729,0.14749262536873153,0.42417802963225304,0.39553911678995735,0.3603247750713188,0.2858329181199137,4,2850,35,0.3333333333333333
0,0.6644144144144144,0.6470588235294118,0.13126843657817108,0.33829171831651017,0.2906299036090562,0.2958086460390607,0.23401428334163762,3,2524,36,0.3333333333333333
2,0.6936936936936937,0.6918767507002802,0.13716814159292032,0.3778997697892686,0.3354629006949114,0.29558920342330475,0.2851685766483973,3,2526,37,0.3333333333333333
0,0.6801801801801801,0.6190476190476191,0.1342182890855457,0.26314857446431733,0.20017933198834337,0.227123107307439,0.1994685268227869,6,2402,347,0.3333333333333333
2,0.7252252252252253,0.7226890756302521,0.15044247787610618,0.440765007968833,0.3380407980273481,0.3921439543559358,0.3522670652715496,6,163,348,0.3333333333333333
2,0.6171171171171171,0.6022408963585434,0.1253687315634218,0.26728056195029803,0.23324366733916155,0.21702874698266394,0.21242318551735595,2,1785,38,0.3333333333333333
1,0.6734234234234234,0.6610644257703081,0.11799410029498521,0.29313499793400627,0.26036763057610396,0.2284397630019749,0.23667164922770303,4,1640,39,0.3333333333333333
0,0.5945945945945946,0.5910364145658265,0.11356932153392323,0.22525234637860805,0.1834790405738623,0.16853192890059243,0.2061119415379505,3,2333,40,0.3333333333333333
1,0.6509009009009009,0.6274509803921569,0.12389380530973448,0.2505164984357475,0.21172382873795106,0.1863067807768268,0.21740574655372866,4,2761,41,0.3333333333333333
2,0.7882882882882883,0.7787114845938374,0.12979351032448372,0.41668142376483086,0.41750728536202636,0.2876892692560895,0.28168078392293644,2,1202,42,0.3333333333333333
1,0.37837837837837834,0.3557422969187676,0.07669616519174037,0.10023021073136174,0.0738623626989464,0.1016019310950186,0.08204617173227034,0,1059,216,0.3333333333333333
2,0.6981981981981983,0.6946778711484595,0.1415929203539823,0.3590697125317277,0.2983635956063662,0.3326750054860654,0.269888722803521,3,4007,43,0.3333333333333333
1,0.47072072072072063,0.45098039215686275,0.09882005899705014,0.11982763709344195,0.08574310692669801,0.08382707921878423,0.11410064773293473,6,2379,349,0.3333333333333333
1,0.4459459459459459,0.43137254901960786,0.09144542772861353,0.12903606634791331,0.1058058731226182,0.1101601931095018,0.10181033050988207,1,913,217,0.3333333333333333
1,0.40540540540540543,0.38375350140056025,0.079646017699115,0.11900123959624576,0.09179556153328844,0.11279350449857356,0.09417040358744393,0,333,218,0.3333333333333333
2,0.5585585585585585,0.5462184873949582,0.12684365781710913,0.23894693347500143,0.16061421206007617,0.17906517445687944,0.17239661185849528,3,648,44,0.3333333333333333
2,0.5563063063063063,0.5070028011204482,0.11504424778761062,0.18239773330972195,0.1421206007621609,0.162606978275181,0.1494768310911809,3,2445,45,0.3333333333333333
1,0.6013513513513513,0.5630252100840337,0.10029498525073743,0.2110855321409597,0.1849361129791526,0.1748957647575159,0.15628633117422353,2,3553,46,0.3333333333333333
2,0.6666666666666666,0.6722689075630254,0.1430678466076696,0.3496251697066288,0.2881640887693342,0.3175334649989027,0.27420694236837734,1,2945,192,0.3333333333333333
0,0.6599099099099098,0.658263305322129,0.12094395280235987,0.3482675166755209,0.25442725846222813,0.2778143515470704,0.231024746719814,8,3861,350,0.3333333333333333
1,0.3896396396396396,0.37254901960784315,0.08259587020648963,0.10819904374003893,0.0842860345214077,0.09150757077024353,0.09699385484138846,0,2813,219,0.3333333333333333
2,0.6936936936936937,0.69187675070028,0.15191740412979352,0.3967298270468094,0.30049316296794437,0.30217248189598417,0.34662016276366053,6,105,351,0.3333333333333333
0,0.527027027027027,0.5294117647058825,0.10324483775811207,0.16427601676406345,0.12205783456624074,0.14680710994075044,0.13768476997176546,1,48,203,0.3333333333333333
2,0.37387387387387383,0.34453781512605036,0.07227138643067843,0.06327843692816236,0.04303967720242093,0.052227342549923096,0.06111941537950503,4,566,47,0.3333333333333333
1,0.7004504504504506,0.6666666666666666,0.13569321533923304,0.2995690927336048,0.2648509302846895,0.2512617950405968,0.2389968443780103,2,1655,48,0.3333333333333333
0,0.7027027027027026,0.7226890756302522,0.1533923303834808,0.4260669381972728,0.3416274377942165,0.34803598858898394,0.3499418701212424,2,3419,49,0.3333333333333333
2,0.6463963963963965,0.6246498599439776,0.12094395280235987,0.26733959034295496,0.23604572965702753,0.22712310730743904,0.19398770968277698,4,855,50,0.3333333333333333
2,0.7252252252252253,0.6918767507002802,0.1342182890855457,0.404108376128918,0.3354629006949114,0.37480798771121354,0.29247633283507724,3,1502,51,0.3333333333333333
2,0.7364864864864865,0.7142857142857143,0.14601769911504422,0.4384038722625583,0.4054023761488455,0.3484748738204959,0.31107789403753533,4,2851,52,0.3333333333333333
0,0.5157657657657657,0.5238095238095238,0.10324483775811207,0.17006079924443654,0.14671598296346103,0.1417599297783629,0.1373525992360073,1,3255,220,0.3333333333333333
1,0.44369369369369366,0.43697478991596644,0.09292035398230086,0.14361607933415968,0.10244339834117906,0.1125740618828176,0.14449427005480817,0,2815,221,0.3333333333333333
2,0.6373873873873874,0.6162464985994398,0.13274336283185836,0.2892391240186529,0.2377269670477471,0.24775071318850117,0.24182029563195484,4,2893,53,0.3333333333333333
0,0.6576576576576576,0.6470588235294118,0.14896755162241884,0.4135529189540168,0.35182694463124853,0.35110818520956766,0.29380501577810997,3,3732,54,0.3333333333333333
0,0.4977477477477477,0.48459383753501406,0.10471976401179932,0.14214036951773804,0.10614212060076213,0.09962694755321477,0.1408403919614682,3,132,55,0.3333333333333333
0,0.7364864864864865,0.7478991596638656,0.15191740412979352,0.3887019656454755,0.31898677426585964,0.2969058591178406,0.3436306261418369,7,3299,417,0.3333333333333333
2,0.6216216216216216,0.5938375350140056,0.11946902654867253,0.30004131987485977,0.22663080026899793,0.30634189159534775,0.22571001494768309,7,3387,418,0.3333333333333333
2,0.7882882882882883,0.7787114845938374,0.12979351032448372,0.41668142376483086,0.41750728536202636,0.2876892692560895,0.28168078392293644,3,1943,42,0.3333333333333333
2,0.5743243243243242,0.5742296918767508,0.11356932153392325,0.2380024791924916,0.22169917058955388,0.1645819618169848,0.18086696562032886,2,955,56,0.3333333333333333
2,0.7072072072072073,0.7002801120448178,0.13864306784660763,0.41857033232985064,0.3523873570948218,0.32872503840245765,0.3135691745557217,4,1009,57,0.3333333333333333
2,0.7567567567567569,0.7394957983193278,0.17109144542772858,0.49495307242783787,0.36763057610401245,0.38468290542023253,0.41072911476498924,6,1708,352,0.3333333333333333
2,0.6148648648648649,0.6022408963585435,0.11504424778761056,0.2720028333628475,0.1960322797579018,0.22470923853412328,0.18369041687427337,8,309,326,0.3333333333333333
0,0.7860360360360361,0.7955182072829133,0.16076696165191737,0.4562894752375892,0.3279533736830307,0.31972789115646255,0.44693572496263084,6,277,353,0.3333333333333333
1,0.5878378378378378,0.5518207282913166,0.10619469026548667,0.2166932294433622,0.19390271239632365,0.1656791748957647,0.1637601727287826,0,1446,191,0.3333333333333333
2,0.7342342342342344,0.7226890756302522,0.14749262536873153,0.38002479192491584,0.30217440035866394,0.3438665788896203,0.2981232353429663,7,3395,419,0.3333333333333333
0,0.740990990990991,0.7338935574229692,0.15191740412979346,0.4422407177852546,0.36740641111858324,0.38468290542023253,0.3615678458727787,4,4140,58,0.3333333333333333
0,0.6441441441441443,0.6414565826330532,0.12831858407079644,0.30293371111504624,0.24108944182918624,0.23085363177529072,0.26374356419199474,3,982,59,0.3333333333333333
2,0.6126126126126127,0.5826330532212886,0.11946902654867253,0.2708222655097101,0.22999327505043707,0.2271231073074391,0.18385650224215247,5,997,222,0.3333333333333333
2,0.846846846846847,0.7955182072829133,0.1607669616519174,0.5729886075202172,0.5186056937906298,0.49572086899275836,0.3851519681116094,7,3389,420,0.3333333333333333
0,0.5945945945945946,0.5910364145658265,0.11356932153392323,0.22525234637860805,0.1834790405738623,0.16853192890059243,0.2061119415379505,4,108,40,0.3333333333333333
0,0.6689189189189189,0.6582633053221288,0.1430678466076696,0.338409775101824,0.23638197713517142,0.24226464779460166,0.3506062115927587,9,430,345,0.3333333333333333
0,0.7545045045045046,0.7366946778711485,0.13569321533923298,0.4290773862227731,0.3646043488007173,0.3546192670616633,0.3389802358412224,4,4054,60,0.3333333333333333
0,0.7702702702702703,0.7535014005602241,0.15781710914454278,0.47022017590461007,0.3839946200403497,0.39082729866140004,0.3869789071582794,2,2949,3,0.3333333333333333
1,0.40540540540540543,0.38375350140056025,0.079646017699115,0.11900123959624576,0.09179556153328844,0.11279350449857356,0.09417040358744393,1,3804,218,0.3333333333333333
2,0.6171171171171171,0.6022408963585435,0.1342182890855457,0.33941325777699066,0.29107823357991475,0.25499231950844853,0.2303604052482976,5,3961,223,0.3333333333333333
1,0.5563063063063063,0.5070028011204482,0.11504424778761062,0.18239773330972195,0.1421206007621609,0.162606978275181,0.1494768310911809,2,1279,45,0.3333333333333333
1,0.509009009009009,0.5014005602240896,0.11061946902654862,0.1701198276370934,0.14223268325487554,0.12486284836515248,0.14549078226208267,2,2566,22,0.3333333333333333
0,0.8828828828828829,0.8431372549019608,0.18436578171091444,0.6961808629951007,0.47085855189419407,0.5512398507790213,0.7061949842218902,9,2162,354,0.3333333333333333
2,0.6734234234234234,0.6610644257703081,0.11799410029498521,0.29313499793400627,0.26036763057610396,0.2284397630019749,0.23667164922770303,2,2667,39,0.3333333333333333
1,0.5630630630630632,0.5434173669467787,0.10471976401179937,0.19260964523936008,0.16061421206007617,0.15558481457098963,0.166417538614848,1,1597,224,0.3333333333333333
0,0.7252252252252253,0.7226890756302521,0.15044247787610618,0.440765007968833,0.3380407980273481,0.3921439543559358,0.3522670652715496,8,3263,348,0.3333333333333333
2,0.5563063063063063,0.5070028011204482,0.11504424778761062,0.18239773330972195,0.1421206007621609,0.162606978275181,0.1494768310911809,4,2244,45,0.3333333333333333
1,0.4774774774774775,0.4481792717086835,0.09882005899705014,0.14337996576353226,0.08876933422999324,0.12683783190695627,0.14532469689420363,1,1543,225,0.3333333333333333
0,0.6599099099099099,0.6694677871148459,0.14896755162241887,0.30978100466324293,0.23884779197489348,0.2532367785824006,0.2768643082544428,3,2233,61,0.3333333333333333
2,0.6238738738738738,0.607843137254902,0.11946902654867253,0.30564901717726217,0.2622730329522528,0.27232828615317095,0.21059624647068595,5,3007,226,0.3333333333333333
2,0.29279279279279274,0.2829131652661065,0.061946902654867235,0.040257363791983906,0.028356870656803368,0.0375246872942725,0.036704866301278796,1,538,185,0.3333333333333333
1,0.5900900900900901,0.5826330532212887,0.135693215339233,0.24662062452039427,0.1981618471194799,0.1959622558700899,0.21341969772463046,2,1858,62,0.3333333333333333
2,0.6644144144144144,0.6470588235294118,0.13126843657817108,0.33829171831651017,0.2906299036090562,0.2958086460390607,0.23401428334163762,2,1128,36,0.3333333333333333
0,0.7387387387387389,0.742296918767507,0.11946902654867254,0.3860456879759164,0.31842636180228645,0.3504498573622998,0.29579804019265904,4,1505,63,0.3333333333333333
2,0.5563063063063063,0.5322128851540616,0.09292035398230086,0.2081931409007732,0.16823582156467157,0.15646258503401356,0.1795382826772961,5,3184,227,0.3333333333333333
1,0.6644144144144144,0.6778711484593837,0.14159292035398227,0.3368160085000886,0.32672046626316964,0.2444590739521615,0.23418036870951667,3,2765,64,0.3333333333333333
